artist_name,track_name,release_date,genre,lyrics
Daryl Hall & John Oates,Rich Girl,1976,classic,Famously the classic song was actually written about… Read More [Chorus: Daryl Hall] You're a rich girl and you've gone too far 'Cause you know it don't matter anyway You can rely on the old man's money You can rely on the old man's money It's a bitch girl but it's gone too far 'Cause you know it don't matter anyway Say money but it won't get you too far Get you too far [Verse 1: Daryl Hall & John Oates] Don't you know? Don't you know? That it's wrong to take what is given you So far gone on your own But you can get along if you try to be strong But you'll never be strong 'cause [Chorus: Daryl Hall & John Oates] You're a rich girl (Rich girl) And you've gone too far 'Cause you know it don't matter anyway (Rich girl) You can rely on the old man's money You can rely on the old man's money It's a bitch girl (Bitch girl) and it's gone too far 'Cause you know it don't matter anyway (Rich girl) Say money but it won't get you too far get you too far [Verse 2: Daryl Hall & John Oates] High and dry out of the rain It's so easy to hurt others when you can't feel pain And don't you know that a love can't grow ooh 'Cause there's too much to give 'cause you'd rather live For the thrill of it all oh [Chorus: Daryl Hall & John Oates] You're a rich girl (Rich girl) and you've gone too far 'Cause you know it don't matter anyway (Rich girl) You can rely on the old man's money You can rely on the old man's money It's a bitch girl (Bitch girl) and it's gone too far 'Cause you know it don't matter anyway yeah (Rich girl) Say money but it won't get you too far Say money but it won't get you too far Say money but it won't get you too far get you too far And you say you can rely on your old man's money You can rely on the old man's money [Outro: Daryl Hall & John Oates] You're a rich girl (Rich girl) A rich girl Oh you're a rich bitch girl (Rich girl) yeah Say money but it won't get you too far Oh won't get you too far
Billy Idol,Eyes Without A Face,1983,classic,I'm all out of hope One more bad break could bring a fall When I'm far from home Don't call me on the phone to tell me you're alone It's easy to deceive It's easy to tease but hard to get release [Chorus: Billy Idol & Perri Lister] (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace your eyes without a face [Post-Chorus] Ooh ch-ch [Verse 2: Billy Idol] I spent so much time Believing all the lies to keep the dream alive Now it makes me sad It makes me mad at truth for loving what was you [Chorus: Billy Idol & Perri Lister] (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace your eyes without a face [Post-Chorus] Ooh ha [Guitar Solo] [Bridge: Billy Idol] When you hear the music you make a dip Into someone else's pocket then make a slip Steal a car and go to Las Vegas Ooh the gigolo pool Hanging out by the state line Turning holy water into wine Drinking it down Oh-oh-oh I'm on a bus on a psychedelic trip Reading murder books trying to stay hip I'm thinking of you and you're out there so Say your prayers Say your prayers Say your prayers Ooh Ooh-ooh-ooh ooh [Verse 3: Billy Idol] Now I close my eyes And I wonder why I don't despise Now all I can do Is love what was once so alive and new But it's gone from your eyes I'd better realise [Chorus: Billy Idol & Perri Lister] (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face (Les yeux sans visage) Eyes without a face Got no human grace your eyes without a face [Post-Chorus] Such a human waste your eyes without a face [Outro: Billy Idol] And now it's getting worse
Pearl Jam,Even Flow,1991,classic,Freezin' Rests his head on a pillow made of concrete again Oh feelin' Maybe he'll see a little better set of days ooh yeah Oh hand out Faces that he sees time again ain't that familiar ooh yeah Oh dark grin He can't help when he's happy he looks insane hm yeah [Chorus] Even flow thoughts arrive like butterflies Oh he don't know so he chases them away (Ooh) Oh someday yet he'll begin his life again Life again life again [Verse 2] Kneelin' Lookin' through the paper though he doesn't know to read ooh yeah Oh prayin' Now to something that has never showed him anything Oh feelin' Understands the weather of the winter's on its way Oh ceilings Few and far between all the legal halls of shame hey [Chorus] Even flow thoughts arrive like butterflies Oh he don't know so he chases them away Oh someday yet he'll begin his life again Ah whisperin' hands gently lead him away Him away him away [Interlude] Yeah! Woo ah yeah Fuck it up [Guitar Solo] [Interlude] Hey man you got a dollar? Come on just some spare change man I know you got Well God bless you man God bless you [Chorus] Even flow thoughts arrive like butterflies Oh he don't know so he chases them away Oh someday yet he'll begin his life again yeah Oh whisperin' hands gently lead him away Him away him away [Outro] Yeah! Woo ah yeah Yeah yeah mama mommy
Pink Floyd,Comfortably Numb,1979,classic,[Verse 1: Roger Waters] Hello? (Hello hello hello) Is there anybody in there? Just nod if you can hear me Is there anyone home? Come on (Come on come on) now I hear you're feeling down Well I can ease your pain And get you on your feet again Relax (Relax relax relax) I'll need some information first Just the basic facts Can you show me where it hurts? [Pre-Chorus 1: David Gilmour] There is no pain you are receding A distant ship smoke on the horizon You are only coming through in waves Your lips move but I can't hear what you're saying When I was a child I had a fever My hands felt just like two balloons Now I've got that feeling once again I can't explain you would not understand This is not how I am [Chorus: David Gilmour] I have become comfortably numb [Guitar Solo 1] [Chorus: David Gilmour] I have become comfortably numb [Verse 2: Roger Waters] Okay (Okay okay okay) Just a little pinprick There'll be no more But you may feel a little sick Can you stand up? (Stand up stand up) I do believe it's working good That'll keep you going through the show Come on it's time to go [Pre-Chorus 2: David Gilmour] There is no pain you are receding A distant ship smoke on the horizon You are only coming through in waves Your lips move but I can't hear what you're saying When I was a child I caught a fleeting glimpse Out of the corner of my eye I turned to look but it was gone I cannot put my finger on it now The child is grown the dream is gone [Chorus: David Gilmour] I have become comfortably numb [Guitar Solo 2]
Josh Meloy,Porch Light,2022,classic,Drivin' through the night tryna keep my eyes open Generator's busted and the A/C's broken Talkin' to the Lord hope He helps us get there safe And we made it to the show now we're singin' to the crowd And play an encore and they're screamin' real loud Try to get home early but I know that ain't the case [Chorus] Yeah it's another hotel room sleepin' on the floor I'm hurtin' in the mornin' from the night before Paid my duеs I'm leadin' up the road I'm comin' home baby lеave the porch light on [Verse 2] Breakfast in the morning from seven to nine But we just can't seem to wake up in time Grab a cup of coffee and we're off to hit the road Now we're runnin' on fumes no time to kill We got one more show and it's a shitty door deal Breakin' my back just to make a couple bones [Chorus] Yeah it's another hotel room sleepin' on the floor I'm hurtin' in the mornin' from the night before Paid my dues I'm leadin' up the road I'm comin' home baby leave the porch light on [Chorus] Yeah it's another hotel room sleepin' on the floor I'm hurtin' in the mornin' from the night before Paid my dues I'm leadin' up the road I'm comin' home baby leave the porch light on [Chorus] Yeah it's another hotel room sleepin' on the floor I'm hurtin' in the mornin' from the night before Paid my dues I'm leadin' up the road I'm comin' home baby leave the porch light on
Pink Floyd,Breathe (In the Air),1973,classic,This track is loosely based off Roger Waters' and Ron Geesin’s… Read More [Instrumental Intro] [Verse 1] Breathe breathe in the air Don't be afraid to care Leave but don't leave me Look around and choose your own ground [Chorus] For long you live and high you fly And smiles you'll give and tears you'll cry And all you touch and all you see Is all your life will ever be [Verse 2] Run rabbit run Dig that hole forget the sun And when at last the work is done Don't sit down it's time to dig another one [Chorus] For long you live and high you fly But only if you ride the tide And balanced on the biggest wave You race towards an early grave
Queen,Crazy Little Thing Called Love - Remastered 2011,1980,classic,This thing called love I just can't handle it This thing called love I must get 'round to it I ain't ready Crazy little thing called love [Verse 1] This thing (This thing) Called love (Called love) It cries (Like a baby) In a cradle all night It swings (Woo woo) It jives (Woo woo) It shakes all over like a jellyfish I kinda like it Crazy little thing called love [Bridge] There goes my baby She knows how to rock 'n' roll She drives me crazy She gives me hot and cold fever Then she leaves me in a cool cool sweat [Verse 2] I gotta be cool relax get hip And get on my tracks Take a back seat hitch-hike And take a long ride on my motorbike Until I'm ready Crazy little thing called love [Verse 3] I gotta be cool relax get hip And get on my tracks Take a back seat (Ah hum) hitch-hike (Ah hum) And take a long ride on my motorbike Until I'm ready (Ready Freddie) Crazy little thing called love [Chorus] This thing called love I just can't handle it This thing called love I must get 'round to it I ain't ready (Ooh ooh ooh ooh) [Outro] Crazy little thing called love Crazy little thing called love yeah yeah Crazy little thing called love yeah yeah Crazy little thing called love yeah yeah Crazy little thing called love yeah yeah
Pearl Jam,Black,1991,classic,Hey-hey-hey Yeah-ah [Verse 1] Sheets of empty canvas untouched sheets of clay Were laid spread out before me as her body once did All five horizons revolved around her soul as the Earth to the Sun Now the air I tasted and breathed has taken a turn [Pre-Chorus] Ooh and all I taught her was everything Mmm-hmm I know she gave me all that she wore [Chorus 1] And now my bitter hands chafe beneath the clouds Of what was everything All the pictures had all been washed in black Tattooed everything [Verse 2] I take a walk outside I'm surrounded by some kids at play I can feel their laughter so why do I sear? [Pre-Chorus] Mmm-hmm and twisted thoughts that spin 'round my head I'm spinnin' oh-oh I'm spinnin' How quick the Sun can drop away [Chorus 2] And now my bitter hands cradle broken glass Of what was everything All the pictures have all been washed in black Tattooed everything [Post-Chorus] All the love gone bad turned my world to black Tattooed all I see all that I am All I'll be yeah-yeah Oh-oh oh-oh ooh [Bridge] I know someday you'll have a beautiful life I know you'll be a star In somebody else's sky but why why Why can't it be oh can't it be mine? (Doo-doo-doo-doo doo-doo-doo) Ooh ah yeah Ah ooh-ooh [Outro] (Doo-doo-doo-doo doo-doo-doo) Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo (Oh oh-yeah) Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo (Ah-ah) Doo-doo-doo-doo doo-doo-doo (Ah-ah) Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo (Ah yeah) Doo-doo-doo-doo doo-doo-doo (Ah-ah yeah) Doo-doo-doo-doo doo-doo-doo (Yeah ah) Doo-doo-doo-doo doo-doo-doo (Yeah-yeah-yeah) Doo-doo-doo-doo doo-doo-doo Doo-doo-doo-doo doo-doo-doo (Ooh-ooh) Ooh-ooh ooh-ooh Doo-doo-doo-doo doo-doo-doo Ooh-ooh ooh-ooh Ooh-ooh
The Police,Message In A Bottle,1979,classic,At the start the song explores themes of being stuck on a deserted island. It… Read More [Intro] [Verse 1] Just a castaway an island lost at sea oh Another lonely day with no one here but me oh More loneliness than any man could bear Rescue me before I fall into despair oh [Chorus] I'll send an SOS to the world I'll send an SOS to the world I hope that someone gets my I hope that someone gets my I hope that someone gets my Message in a bottle yeah Message in a bottle yeah [Verse 2] A year has passed since I wrote my note I should have known this right from the start Only hope can keep me together Love can mend your life but love can break your heart [Chorus] I'll send an SOS to the world I'll send an SOS to the world I hope that someone gets my I hope that someone gets my I hope that someone gets my Message in a bottle yeah Message in a bottle yeah Oh message in a bottle yeah Message in a bottle yeah [Verse 3] Walked out this morning don't believe what I saw Hundred billion bottles washed up on the shore Seems I'm not alone in being alone Hundred billion castaways looking for a home [Chorus] I'll send an SOS to the world I'll send an SOS to the world I hope that someone gets my I hope that someone gets my I hope that someone gets my Message in a bottle yeah Message in a bottle yeah Message in a bottle oh Message in a bottle yeah [Outro] Sendin' out an SOS Sendin' out an SOS I'm sendin' out an SOS I'm sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an SOS Sendin' out an Esso Blue
Carrie Underwood,Before He Cheats,2005,classic,"Right now he's probably slow dancing With a bleached-blonde tramp And she's probably getting frisky Right now he's probably buying her some fruity little drink 'Cause she can't shoot a whiskey Right now he's probably up behind her with a pool-stick Showing her how to shoot a combo And he don't know [Chorus] I dug my key into the side Of his pretty little souped up four-wheel drive Carved my name into his leather seats I took a Louisville Slugger to both headlights Slashed a hole in all four tires Maybe next time he'll think before he cheats [Verse 2] Right now she's probably up singing some White-trash version of Shania karaoke Right now she's probably saying ""I'm drunk"" And he's a thinking that he's gonna get lucky Right now he's probably dabbing on Three dollars worth of that bathroom Polo Oh and he don't know [Chorus] Oh that I dug my key into the side Of his pretty little souped up four-wheel drive Carved my name into his leather seats I took a Louisville Slugger to both headlights Slashed a hole in all four tires Maybe next time he'll think before he cheats [Bridge] I might've saved a little trouble for the next girl 'Cause the next time that he cheats Oh you know it won't be on me No not on me [Chorus] 'Cause I dug my key into the side Of his pretty little souped up four-wheel drive Carved my name into his leather seats I took a Louisville Slugger to both headlights Slashed a hole in all four tires Maybe next time he'll think before he cheats [Outro] Oh maybe next time he'll think before he cheats Oh before he cheats Oh"
Buffalo Springfield,For What It's Worth,1966,classic,"Buffalo… Read More [Verse 1] There's something happening here But what it is ain't exactly clear There's a man with a gun over there A-telling me I got to beware [Chorus] I think it's time we stop Children what's that sound? Everybody look what's going down [Verse 2] There's battle lines being drawn And nobody's right if everybody's wrong Young people speaking their minds Are gettin' so much resistance from behind [Chorus] It's time we stop Hey what's that sound? Everybody look what's going down [Verse 3] What a field day for the heat (Ooh-ooh-ooh) A thousand people in the street (Ooh-ooh-ooh) Singing songs and a-carryin' signs (Ooh-ooh-ooh) Mostly say ""Hooray for our side"" (Ooh-ooh-ooh) [Chorus] It's time we stopped Hey what's that sound? Everybody look what's going down [Verse 4] Paranoia strikes deep Into your life it will creep It starts when you're always afraid Step out of line the man come and take you away [Chorus] We better stop Hey what's that sound? Everybody look what's going We better stop Hey what's that sound? Everybody look what's going We better stop Now what's that sound? Everybody look what's going We better stop Children what's that sound? Everybody look what's going down"
Electric Light Orchestra,Don't Bring Me Down,1979,classic,This is a track from the album Discovery that yielded 5 singles hits. The song was written in less than an hour as a late addition to the album.… Read More [​Intro] One two One two three [Verse 1] You got me running going out of my mind You got me thinking that I'm wasting my time [Chorus] Don't bring me down No no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down [Verse 2] You wanna stay out with your fancy friends I'm telling you it's gotta be the end [Chorus] Don't bring me down No no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down [Post-Chorus] Don't bring me down groos Don't bring me down groos Don't bring me down groos Don't bring me down [Verse 3] What happened to the girl I used to know? You let your mind out somewhere down the road [Chorus] Don't bring me down No no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down [Verse 4] You're always talking 'bout your crazy nights One of these days you're gonna get it right [Chorus] Don't bring me down No no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down [Post-Chorus] Don't bring me down groos Don't bring me down groos Don't bring me down groos Don't bring me down [Verse 5] You're looking good just like a snake in the grass One of these days you're gonna break your glass [Chorus] Don't bring me down No no no no no no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down [​Verse 6] You got me shaking got me running away You got me crawling up to you every day [Chorus] Don't bring me down No no no no no ooh-ooh-hoo I'll tell you once more before I get off the floor Don't bring me down down down down down down [​Outro] I'll tell you once more before I get off the floor Don't bring me down
Rick Springfield,Jessie's Girl,1981,classic,The inspiration for the song took place when Rick was taking a stained glass class with his friend Gary and Gary’s… Read More [Verse 1] Jessie is a friend Yeah I know he's been a good friend of mine But lately something's changed that ain't hard to define Jessie's got himself a girl and I wanna make her mine [Pre-Chorus] And she's watching him with those eyes And she's lovin' him with that body I just know it And he's holding her in his arms late late at night [Chorus] You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that? [Verse 2] I'll play along with this charade That doesn't seem to be a reason to change You know I feel so dirty when they start talking cute I wanna tell her that I love her but the point is probably moot [Pre-Chorus] 'Cause she's watching him with those eyes And she's lovin' him with that body I just know it And he's holding her in his arms late late at night [Chorus] You know I wish that I had Jessie's girl I wish that I had Jessie's girl Where can I find a woman like that? Like Jessie's girl I wish that I had Jessie's girl Where can I find a woman... Where can I find a woman like that? [Bridge] And I'm lookin' in the mirror all the time Wonderin' what she don't see in me I've been funny; I've been cool with the lines Ain't that the way love's supposed to be? [Interlude] Tell me where can I find a woman like that? [Guitar Solo] [Chorus] You know I wish that I had Jessie's girl I wish that I had Jessie's girl I want Jessie's girl Where can I find a woman like that? Like Jessie's girl I wish that I had Jessie's girl I want I want Jessie's girl
Bryan Adams,(Everything I Do) I Do It For You,1991,classic,Look into my eyes You will see What you mean to me Search your heart Search your soul And when you find me there You'll search no more [Chorus] Don't tell me It's not worth tryin' for You can't tell me It's not worth dyin' for You know it's true Everything I do I do it for you [Verse 2] Look into your heart You will find There's nothin' there to hide Take me as I am Take my life I would give it all I would sacrifice [Chorus] Don't tell me It's not worth fightin' for I can't help it There's nothin' I want more You know it's true Everything I do I do it for you [Bridge] There's no love Like your love And no other Could give more love There's nowhere Unless you're there All the time All the way yeah [Interlude] Look into your heart babe Yeah! Oh yeah! [Chorus] Oh you can't tell me It's not worth tryin' for I can't help it There's nothin' I want more Yeah I would fight for you I'd lie for you Walk the wire for you Yeah I'd die for you [Refrain] You know it's true Everything I do Oh! I do it for you [Outro] Everything I do darling And we'll see it through We will see it through Oh yeah! Yeah! Search your heart search your soul You can't tell me it ain't worth dying for Oh yeah! I'll be there yeah oh! I'll walk the wire for you yeah! I will die for you Oh yeah! All the time I'm going all the way all the way yeah! Take me by the hand Ow
Whiskey Myers,Broken Window Serenade,2011,classic,That's what I brought to you I saw you through a broken window With a different point of view You had signs of depression From a long line of sin And your face tells a story 'Bout the places you have been I love you so I thought you should know And that muddy water's flowin' As you take my hand Past the creek down by the holler Through your daddy's land I could buy you a diamond But I cannot change the world 'Cuz I ain't got no money You'll never be my girl no no I thought you should know You was gonna be a singer And a big movie star But you can't catch no breaks baby And Hollywood is hard Now you work down at the Timeout Off 155 And you're dancing for your dollar Just tryin' to stay alive It hurts me so I thought you should kno W You feed your addiction With your crystal meth And I plead for your life As it takes you to your death You make your deal with the devil As your looks begin to fade I saw you laughin' through the tears As you slowly slipped away I watched you go I thought you should know Yeah I watched you go I thought you should know That cold rain is pourin' As they lay you in the grave And I can barely recognize you In your fragile state No more signs of depression From a long time ago I throw in a pretty flower As they slowly laid you low It was a rose I thought you should know Yeah it was a rose I thought you should know A couple of pretty flowers That's what I brought to you I saw you through a broken window With a different point of view
Ozzy Osbourne,Crazy Train,2020,classic,All aboard hahahahahaha Ayy [Verse 1] Crazy but that's how it goes Millions of people living as foes Maybe it's not too late To learn how to love and forget how to hate [Pre-Chorus] Mental wounds not healing Life's a bitter shame [Chorus] I'm going off the rails on a crazy train I'm going off the rails on a crazy train (Let's go) [Verse 2] I've listened to preachers I've listened to fools I've watched all the dropouts who make their own rules One person conditioned to rule and control The media sells it and you live the role [Pre-Chorus] Mental wounds still screaming Driving me insane [Chorus] I'm going off the rails on a crazy train I'm going off the rails on a crazy train [Bridge] I know that things are going wrong for me You gotta listen to my words yeah yeah [Guitar Solo] [Verse 3] Heirs of a cold war that's what we've become Inheriting troubles I'm mentally numb Crazy I just cannot bear I'm living with something that just isn't fair [Pre-Chorus] Mental wounds not healing Who and what's to blame? [Chorus] I'm going off the rails on a crazy train I'm going off the rails on a crazy train [Instrumental Break] [Outro] Hahahahahahaha The ledge haha the edge edge
Atif Aslam,O Saathi,2018,classic,तूफ़ाँ को ही कश्ती का साहिल बना दिया बेचैनियाँ समेट के सारे जहान की जब कुछ ना बन सका तो मेरा दिल बना दिया ओ साथी तेरे बिना राही को राह दिखे ना ओ साथी तेरे बिना साहिल धुआँ-धुआँ आँखें मूँदे तो जाने किसे ढूँढें कि सोया जाए ना कि सोया जाए ना किसे ढूँढें ये ख़ाहिशों की बूँदें? कि सोया जाए ना कि सोया जाए ना मानो निंदिया पिरोया जाए ना मानो निंदिया पिरोया जाए ना अल्लाह मुझे दर्द के क़ाबिल बना दिया तूफ़ाँ को ही कश्ती का साहिल बना दिया बेचैनियाँ समेट के सारे जहान की जब कुछ ना बन सका तो मेरा दिल बना दिया ओ साथी तेरे बिना राही को राह दिखे ना ओ साथी तेरे बिना साहिल धुआँ-धुआँ
Uncle Lucius,Keep The Wolves Away,2012,classic,Took my first breath where the muddy Brazos Spills into the Gulf of Mexico Where the skyline’s colored by chemical plants T’put bread on the table of the working man Where the working man does his best to provide Safety and shelter for kids and a wife Given little of his soul every day Making over time to keep the wolves away [Verse 2] Well I was barely thirteen when the company man Tried to dig my dad his grave It happened on a French owned tanker ship Spillin' poison in the Galveston Bay Where the liquid fire filled his lungs and his eyes Silenced any mortal cries Cold and the grip of death stinging pain He fought like hell to keep the wolves away [Verse 3] For the next few years dad was sick as a dog But he made a recovery just to spite the odds The settlement came and we moved out of town Where the sky isn’t heavy with refinery clouds Yeah he’s still alive he’s doing good he’s in his fifties But the moneys running out 'n he’s pinching for pennies So goin’ for broke with every song I’ve made 'Cause now it’s my turn to keep the wolves away
Starship,We Built This City,1985,classic,The lyrics as originally written were… Read More [Chorus] We built this city We built this city on rock and roll Built this city We built this city on rock and roll [Verse 1] Say you don't know me Or recognize my face Say you don't care who goes To that kind of place Knee deep in the hoopla Sinking in your fight Too many runaways Eating up the night [Pre-Chorus] Marconi plays the mamba Listen to the radio don't you remember? We built this city We built this city on rock and roll [Chorus] We built this city We built this city on rock and roll Built this city We built this city on rock and roll [Verse 2] Someone always playing Corporation games Who cares? They're always changing Corporation names We just want to dance here Someone stole the stage They call us irresponsible Write us off the page [Pre-Chorus] Marconi plays the mamba Listen to the radio don't you remember? We built this city We built this city on rock and roll [Chorus] We built this city We built this city on rock and roll Built this city We built this city on rock and roll [Bridge] It's just another Sunday In a tired old street Police have got the chokehold oh Then we just lost the beat [Verse 3] Who counts the money Underneath the bar Who rides the wrecking ball Into our guitars Don't tell us you need us 'Cause we're the ship of fools Looking for America Coming through your schools [Interlude] I'm looking out over that Golden Gate bridge On another gorgeous sunny Saturday And I'm seeing that bumper to bumper traffic Don't you remember? ('Member 'member) It's your favorite radio station In your favorite radio city The city by the bay the city that rocks The city that never sleeps [Pre-Chorus] Marconi plays the mamba Listen to the radio don't you remember? We built this city We built this city on rock and roll [Chorus] We built this city We built this city on rock and roll Built this city We built this city on rock and roll [Chorus] Built this city (ooh-hoo) We built this city on rock and roll Built this city We built this city on rock and roll [Outro] We built we built this city yeah (Built this city) We built we built this city We built we built this city yeah (Built this city) We built we built this city We built we built this city yeah (Built this city) We built we built this city We built we built this city yeah (Built this city) We built we built this city We built we built this city yeah
Aerosmith,"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack",1998,classic,Just to hear you breathing Watch you smile while you are sleeping While you're far away and dreaming I could spend my life In this sweet surrender I could stay lost in this moment forever Every moment spent with you is a moment I treasure Don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you babe And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing ♪ Lying close to you Feeling your heart beating And I'm wondering what you're drеaming Wondering if it's me you're seeing Thеn I kiss your eyes And thank God we're together And I just wanna stay with you In this moment forever forever and ever I don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing And I don't wanna miss one smile I don't wanna miss one kiss I just wanna be with you Right here with you just like this I just wanna hold you close I feel your heart so close to mine And just stay here in this moment For all the rest of time Yeah (yeah) yeah (yeah) yeah Don't wanna close my eyes Don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing I don't wanna close my eyes I don't wanna fall asleep 'Cause I'd miss you baby And I don't wanna miss a thing 'Cause even when I dream of you The sweetest dream would never do I'd still miss you baby And I don't wanna miss a thing Don't wanna close my eyes I don't wanna fall asleep yeah I don't wanna miss a thing
Ludovico Einaudi,Experience,2013,classic,The fire is running low Can you feel the flame her fading glow You know We are slowing down I can hear your footsteps drowning up We're burning down We're burning down We're the ashes on the ground We're burning down We're burning down We're falling underground You are You singing now a song But you heard it somewhere else I know We are We're trying to belong Pick up the pieces left of us We're burning down We're burning down We're the ashes on the ground We're burning down We're burning down We're falling underground If you can see me running up to you You know I've been running in circles around you If you could tell me I was back in time You know I've been running in circles for you We're burning up We're burning down We're the ashes on the ground We're burning up We're burning down We're falling underground The lie has fallen from the stars Now your sinking through the night Out of sight we're falling underground Pick up the pieces left of us If you can see me running up to you We know ... I've been running in circles around you If you could tell me I was back in time You know ... I've been running in circles for you We're burning up We're burning down We're the ashes on the ground We're burning up We're burning down We're falling underground We're burning up We're burning down We're the ashes on the ground We're burning up We're burning down We're falling underground You know ... The fire is running low 
Zach Bryan,Spotless (feat. The Lumineers),2023,classic,[Verso 1: Zach Bryan Wesley Schultz] Enciende la tele haz como si no me vieras Dime que todo esta bien Mi madre es una santa y me dijo si espero Todo lo que debería ser permanecerá Bueno yo tampoco creo en complacer a la gente Los putos teléfonos han arruinado este lugar Conocí a un hombre en la ciudad de Nueva York me dijo que los humanos no son tan bonitos Como un día perfecto lo perseguiremos todos los días [Coro: Wesley Schultz & Zach Bryan] Yo no soy impеcable tú tampoco Por una vez en mi vida voy a lograrlo Si quiеres impecable siempre perderé No quiero amor amante quiero la verdad [Verso 2: Wesley Schultz Zach Bryan] La gente muere mil veces para llegar a ser quienes son Estabas orando al cielo en un vagón de tren tardío Tu corazón conoce estaciones más profundas que mis ojos Soy un deslizamiento de tierra autodestructivo si quieres ser la colina [Coro: Wesley Schultz & Zach Bryan] Yo no soy impecable tú tampoco Por una vez en mi vida voy a lograrlo Si quieres dejar esto está bien Todo lo que debe ser está destinado a quedarse [Verso 3: Zach Bryan Wesley Schultz] ¿Recuerdas saltar a la piscina cuando estábamos completamente vestidos en agosto? Estábamos empapándonos asfixiándonos fumando en mi viejo apartamento de mierda Luego cortaron todas las luces porque las facturas nunca se pagaron Estábamos robándoles toda la energía a los vecinos en vacaciones [Coro: Zach Bryan Wesley Schultz & Zach Bryan] Yo no soy impecable tú tampoco Por una vez en mi vida voy a lograrlo Si quieres impecable siempre perderé Me diste tu amor amante me diste la verdad [Puente: Wesley Schultz] Estaba solo Estabas apostando por un perdedor estabas llamando mi farol Abrazarnos unos a otros ¿nunca es suficiente? Estabas ahí conmigo [Coro: Wesley Schultz & Zach Bryan] No puedo detener esto tú tampoco Por una vez en mi vida estoy dispuesto a lograrlo Si quieres impecable siempre perderé Me diste tu amor amante me diste la verdad
Tom Petty and the Heartbreakers,Mary Jane's Last Dance,2008,classic,"She grew up in an Indiana town Had a good lookin' mama who never was around But she grew up tall and she grew up right With them Indiana boys on them Indiana nights Well she moved down here at the age of eighteen She blew the boys away was more than they'd seen I was introduced and we both started groovin' She said ""I dig you baby but I got to keep movin' on Keep movin' on"" [Chorus] Last dance with Mary Jane one more time to kill the pain I feel summer creepin' in and I'm tired of this town again [Verse 2] Well I don't know but I've been told You never slow down you never grow old I'm tired of screwin' up tired of going down Tired of myself tired of this town [Refrain] Oh my my oh hell yes Honey put on that party dress Buy me a drink sing me a song Take me as I come 'cause I can't stay long [Chorus] Last dance with Mary Jane one more time to kill the pain I feel summer creepin' in and I'm tired of this town again [Verse 3] There's pigeons down on Market Square She's standin' in her underwear Lookin' down from a hotel room The nightfall will be comin' soon [Refrain] Oh my my oh hell yes You got to put on that party dress It was too cold to cry when I woke up alone I hit my last number and walked to the road [Chorus] Last dance with Mary Jane one more time to kill the pain I feel summer creepin' in and I'm tired of this town again"
